"group","LAD13CD","amount","year"
"Milk products","E07000103",2.384516923,2015
"Non alcoholic drinks","E07000103",1.296737142,2015
"Oils and fats","E07000103",0.329474764,2015
"Other","E07000103",1.36018934,2015
"Pasta","E07000103",0.165817979,2015
"Poultry","E07000103",0.869666781,2015
"Processed and Other Meat","E07000103",0.004040783,2015
"Processed Meat","E07000103",2.440263953,2015
"Red Meat","E07000103",1.191592945,2015
"Rice","E07000103",0.230773435,2015
"Sauces and spices","E07000103",0.565588752,2015
"Sugar confectionary and jam","E07000103",1.583279775,2015
"Takeaway","E07000103",1.965504793,2015
"Tea","E07000103",0.185647402,2015
"Tobacco","E07000103",1.192219745,2015
"Vegtables","E07000103",3.272187842,2015
"Alcohol at home","E07000105",3.570926227,2015
"Alcohol away from home","E07000105",3.242718412,2015
"Bread","E07000105",2.005486497,2015
"Butter","E07000105",0.204899357,2015
"Cakes puddings and pastry","E07000105",1.00364902,2015
"Coffee","E07000105",0.382809064,2015
"Eating out","E07000105",10.444667114,2015
"Eggs","E07000105",0.281134362,2015
"Fish","E07000105",1.14039943,2015
"Fruit","E07000105",2.064609727,2015
"Milk products","E07000105",2.653374007,2015
"Non alcoholic drinks","E07000105",1.402986297,2015
"Oils and fats","E07000105",0.335242302,2015
"Other","E07000105",1.485333976,2015
"Pasta","E07000105",0.170038099,2015
"Poultry","E07000105",0.938448655,2015
"Processed and Other Meat","E07000105",0.005358365,2015
"Processed Meat","E07000105",3.013505166,2015
"Red Meat","E07000105",1.397494609,2015
"Rice","E07000105",0.170345707,2015
"Sauces and spices","E07000105",0.610005369,2015
"Sugar confectionary and jam","E07000105",1.746440711,2015
"Takeaway","E07000105",1.968801395,2015
"Tea","E07000105",0.206406603,2015
"Tobacco","E07000105",1.497780445,2015
"Vegtables","E07000105",3.469343469,2015
"Alcohol at home","E07000106",3.62118594,2015
"Alcohol away from home","E07000106",3.425597811,2015
"Bread","E07000106",2.012738121,2015
"Butter","E07000106",0.211995046,2015
"Cakes puddings and pastry","E07000106",1.018274213,2015
"Coffee","E07000106",0.395743629,2015
"Eating out","E07000106",10.667422852,2015
"Eggs","E07000106",0.284871094,2015
"Fish","E07000106",1.171115622,2015
"Fruit","E07000106",2.0732933,2015
"Milk products","E07000106",2.667167223,2015
"Non alcoholic drinks","E07000106",1.413995377,2015
"Oils and fats","E07000106",0.329209689,2015
"Other","E07000106",1.479741531,2015
"Pasta","E07000106",0.166572133,2015
"Poultry","E07000106",0.92824744,2015
"Processed and Other Meat","E07000106",0.006167135,2015
"Processed Meat","E07000106",3.077553899,2015
"Red Meat","E07000106",1.397575106,2015
"Rice","E07000106",0.153961018,2015
"Sauces and spices","E07000106",0.611674193,2015
"Sugar confectionary and jam","E07000106",1.734534146,2015
"Takeaway","E07000106",1.973002962,2015
"Tea","E07000106",0.211986406,2015
"Tobacco","E07000106",1.622024875,2015
"Vegtables","E07000106",3.455793787,2015
"Alcohol at home","E07000107",3.592550085,2015
"Alcohol away from home","E07000107",3.491212173,2015
"Bread","E07000107",1.929863921,2015
"Butter","E07000107",0.190702867,2015
"Cakes puddings and pastry","E07000107",0.978047958,2015
"Coffee","E07000107",0.360189948,2015
"Eating out","E07000107",11.069096631,2015
"Eggs","E07000107",0.271454984,2015
"Fish","E07000107",1.087834832,2015
"Fruit","E07000107",1.99662549,2015
"Milk products","E07000107",2.558588483,2015
"Non alcoholic drinks","E07000107",1.385059833,2015
"Oils and fats","E07000107",0.310760114,2015
"Other","E07000107",1.466584155,2015
"Pasta","E07000107",0.166562672,2015
"Poultry","E07000107",0.915915429,2015
"Processed and Other Meat","E07000107",0.005236491,2015
"Processed Meat","E07000107",2.944003647,2015
"Red Meat","E07000107",1.3250062,2015
"Rice","E07000107",0.16046321,2015
"Sauces and spices","E07000107",0.605336264,2015
"Sugar confectionary and jam","E07000107",1.693095176,2015
"Takeaway","E07000107",1.994082964,2015
"Tea","E07000107",0.194959161,2015
"Tobacco","E07000107",1.451956329,2015
"Vegtables","E07000107",3.392897378,2015
"Alcohol at home","E07000108",3.831077405,2015
"Alcohol away from home","E07000108",3.456004377,2015
"Bread","E07000108",2.077486487,2015
"Butter","E07000108",0.219320701,2015
"Cakes puddings and pastry","E07000108",1.038070049,2015
"Coffee","E07000108",0.40744604,2015
"Eating out","E07000108",10.632447642,2015
"Eggs","E07000108",0.290837688,2015
"Fish","E07000108",1.190148569,2015
"Fruit","E07000108",2.126614151,2015
"Milk products","E07000108",2.727765839,2015
"Non alcoholic drinks","E07000108",1.416829193,2015
"Oils and fats","E07000108",0.333583444,2015
"Other","E07000108",1.499070039,2015
"Pasta","E07000108",0.166580359,2015
"Poultry","E07000108",0.961250297,2015
"Processed and Other Meat","E07000108",0.005652581,2015
"Processed Meat","E07000108",3.206126288,2015
"Red Meat","E07000108",1.466500589,2015
"Rice","E07000108",0.154840245,2015
"Sauces and spices","E07000108",0.621018473,2015
"Sugar confectionary and jam","E07000108",1.785753086,2015
"Takeaway","E07000108",1.954735842,2015
"Tea","E07000108",0.216875331,2015
"Tobacco","E07000108",1.646261987,2015
"Vegtables","E07000108",3.560272102,2015
"Alcohol at home","E07000109",3.143407742,2015
"Alcohol away from home","E07000109",2.891225415,2015
"Bread","E07000109",1.894952713,2015
"Butter","E07000109",0.18834631,2015
"Cakes puddings and pastry","E07000109",0.927983156,2015
"Coffee","E07000109",0.343508114,2015
"Eating out","E07000109",9.419085853,2015
"Eggs","E07000109",0.279542967,2015
"Fish","E07000109",1.104202037,2015
"Fruit","E07000109",2.008605713,2015
"Milk products","E07000109",2.526173497,2015
"Non alcoholic drinks","E07000109",1.362383303,2015
"Oils and fats","E07000109",0.359391754,2015
"Other","E07000109",1.404519959,2015
"Pasta","E07000109",0.166747327,2015
"Poultry","E07000109",0.912593909,2015
"Processed and Other Meat","E07000109",0.005865988,2015
"Processed Meat","E07000109",2.698140506,2015
"Red Meat","E07000109",1.329116696,2015
"Rice","E07000109",0.209568592,2015
"Sauces and spices","E07000109",0.58448624,2015
"Sugar confectionary and jam","E07000109",1.643303222,2015
"Takeaway","E07000109",1.920595696,2015
"Tea","E07000109",0.198802437,2015
"Tobacco","E07000109",1.433670368,2015
"Vegtables","E07000109",3.302379691,2015
"Alcohol at home","E07000110",3.63929132,2015
"Alcohol away from home","E07000110",3.394439283,2015
"Bread","E07000110",2.004422819,2015
"Butter","E07000110",0.205656784,2015
"Cakes puddings and pastry","E07000110",1.005027532,2015
"Coffee","E07000110",0.38707416,2015
"Eating out","E07000110",10.873549561,2015
"Eggs","E07000110",0.287758072,2015
"Fish","E07000110",1.159142774,2015
"Fruit","E07000110",2.111443003,2015
"Milk products","E07000110",2.672506809,2015
"Non alcoholic drinks","E07000110",1.414473165,2015
"Oils and fats","E07000110",0.3557326,2015
"Other","E07000110",1.509507956,2015
"Pasta","E07000110",0.17164019,2015
"Poultry","E07000110",0.958370703,2015
"Processed and Other Meat","E07000110",0.006187433,2015
"Processed Meat","E07000110",3.011125472,2015
"Red Meat","E07000110",1.408605227,2015
"Rice","E07000110",0.176539205,2015
"Sauces and spices","E07000110",0.626047871,2015
"Sugar confectionary and jam","E07000110",1.742128317,2015
"Takeaway","E07000110",2.002818694,2015
"Tea","E07000110",0.211145852,2015
"Tobacco","E07000110",1.494061484,2015
"Vegtables","E07000110",3.540066453,2015
"Alcohol at home","E07000111",3.824400901,2015
"Alcohol away from home","E07000111",3.404493157,2015
"Bread","E07000111",2.085307313,2015
"Butter","E07000111",0.21779474,2015
"Cakes puddings and pastry","E07000111",1.049505376,2015
"Coffee","E07000111",0.408442474,2015
"Eating out","E07000111",10.862695112,2015
"Eggs","E07000111",0.291970259,2015
"Fish","E07000111",1.201614184,2015
"Fruit","E07000111",2.14664533,2015
"Milk products","E07000111",2.776857048,2015
"Non alcoholic drinks","E07000111",1.444487011,2015
"Oils and fats","E07000111",0.333440097,2015
"Other","E07000111",1.551018692,2015
"Pasta","E07000111",0.173818978,2015
"Poultry","E07000111",0.9640828,2015
"Processed and Other Meat","E07000111",0.006296146,2015
"Processed Meat","E07000111",3.217600042,2015
"Red Meat","E07000111",1.462193717,2015
"Rice","E07000111",0.155806438,2015
"Sauces and spices","E07000111",0.632884149,2015
"Sugar confectionary and jam","E07000111",1.803524404,2015
"Takeaway","E07000111",1.944985398,2015
"Tea","E07000111",0.217229101,2015
"Tobacco","E07000111",1.563846123,2015
"Vegtables","E07000111",3.594358598,2015
"Alcohol at home","E07000112",3.774675002,2015
"Alcohol away from home","E07000112",3.423505486,2015
"Bread","E07000112",2.059847533,2015
"Butter","E07000112",0.219301341,2015
"Cakes puddings and pastry","E07000112",1.025366932,2015
"Coffee","E07000112",0.404252712,2015
"Eating out","E07000112",10.709764551,2015
"Eggs","E07000112",0.293916224,2015
"Fish","E07000112",1.202057933,2015
"Fruit","E07000112",2.1385986,2015
"Milk products","E07000112",2.723907191,2015
"Non alcoholic drinks","E07000112",1.420629791,2015
"Oils and fats","E07000112",0.348867069,2015
"Other","E07000112",1.504438795,2015
"Pasta","E07000112",0.167369458,2015
"Poultry","E07000112",0.96431421,2015
"Processed and Other Meat","E07000112",0.00625108,2015
"Processed Meat","E07000112",3.151205008,2015
"Red Meat","E07000112",1.463550865,2015
"Rice","E07000112",0.164657219,2015
"Sauces and spices","E07000112",0.625818476,2015
"Sugar confectionary and jam","E07000112",1.764052396,2015
"Takeaway","E07000112",1.962190868,2015
"Tea","E07000112",0.21884923,2015
"Tobacco","E07000112",1.611247115,2015
"Vegtables","E07000112",3.573078151,2015
"Alcohol at home","E07000113",3.589139623,2015
"Alcohol away from home","E07000113",3.256603906,2015
"Bread","E07000113",2.021027453,2015
"Butter","E07000113",0.205300725,2015
"Cakes puddings and pastry","E07000113",1.013105173,2015
"Coffee","E07000113",0.384399326,2015
"Eating out","E07000113",10.294174738,2015
"Eggs","E07000113",0.28120461,2015
"Fish","E07000113",1.137317211,2015
"Fruit","E07000113",2.048677761,2015
"Milk products","E07000113",2.666043118,2015
"Non alcoholic drinks","E07000113",1.412584219,2015
"Oils and fats","E07000113",0.328164131,2015
"Other","E07000113",1.491048779,2015
"Pasta","E07000113",0.168901756,2015
"Poultry","E07000113",0.941720684,2015
"Processed and Other Meat","E07000113",0.00555762,2015
"Processed Meat","E07000113",3.077774007,2015
"Red Meat","E07000113",1.397318881,2015
"Rice","E07000113",0.158797782,2015
"Sauces and spices","E07000113",0.612868097,2015
"Sugar confectionary and jam","E07000113",1.743200854,2015
"Takeaway","E07000113",1.966913927,2015
"Tea","E07000113",0.206833121,2015
"Tobacco","E07000113",1.590858086,2015
"Vegtables","E07000113",3.466756384,2015
"Alcohol at home","E07000114",3.594316582,2015
"Alcohol away from home","E07000114",3.082105742,2015
"Bread","E07000114",2.061704254,2015
"Butter","E07000114",0.21433003,2015
"Cakes puddings and pastry","E07000114",1.023919812,2015
"Coffee","E07000114",0.39902758,2015
"Eating out","E07000114",9.692070598,2015
"Eggs","E07000114",0.286822843,2015
"Fish","E07000114",1.166575977,2015
"Fruit","E07000114",2.06575426,2015
"Milk products","E07000114",2.701966199,2015
"Non alcoholic drinks","E07000114",1.404091405,2015
"Oils and fats","E07000114",0.33966717,2015
"Other","E07000114",1.472344965,2015
"Pasta","E07000114",0.166702576,2015
"Poultry","E07000114",0.941065907,2015
"Processed and Other Meat","E07000114",0.005849351,2015
"Processed Meat","E07000114",3.152151371,2015
"Red Meat","E07000114",1.437300859,2015
"Rice","E07000114",0.157396184,2015
"Sauces and spices","E07000114",0.607152945,2015
"Sugar confectionary and jam","E07000114",1.764673077,2015
"Takeaway","E07000114",1.89906662,2015
"Tea","E07000114",0.211848827,2015
"Tobacco","E07000114",1.711468395,2015
"Vegtables","E07000114",3.454045136,2015
"Alcohol at home","E07000115",3.874374196,2015
"Alcohol away from home","E07000115",3.606192504,2015
"Bread","E07000115",2.026269414,2015
"Butter","E07000115",0.211250658,2015
"Cakes puddings and pastry","E07000115",1.02754026,2015
"Coffee","E07000115",0.398904628,2015
"Eating out","E07000115",11.670311573,2015
"Eggs","E07000115",0.287583651,2015
"Fish","E07000115",1.194830556,2015
"Fruit","E07000115",2.143408072,2015
"Milk products","E07000115",2.703196209,2015
"Non alcoholic drinks","E07000115",1.436131946,2015
"Oils and fats","E07000115",0.329571135,2015
"Other","E07000115",1.533623066,2015
"Pasta","E07000115",0.171416598,2015
"Poultry","E07000115",0.968078208,2015
"Processed and Other Meat","E07000115",0.005886581,2015
"Processed Meat","E07000115",3.102234905,2015
"Red Meat","E07000115",1.43079812,2015
"Rice","E07000115",0.165124176,2015
"Sauces and spices","E07000115",0.624298062,2015
"Sugar confectionary and jam","E07000115",1.7801411,2015
"Takeaway","E07000115",1.976976181,2015
"Tea","E07000115",0.213944421,2015
"Tobacco","E07000115",1.428341455,2015
"Vegtables","E07000115",3.582648694,2015
"Alcohol at home","E07000116",3.736789197,2015
"Alcohol away from home","E07000116",3.459948224,2015
"Bread","E07000116",2.013972793,2015
"Butter","E07000116",0.206150756,2015
"Cakes puddings and pastry","E07000116",1.012623149,2015
"Coffee","E07000116",0.391621475,2015
"Eating out","E07000116",11.011295116,2015
"Eggs","E07000116",0.283097225,2015
"Fish","E07000116",1.167180744,2015
"Fruit","E07000116",2.101036107,2015
"Milk products","E07000116",2.684435965,2015
"Non alcoholic drinks","E07000116",1.433902736,2015
"Oils and fats","E07000116",0.334357598,2015
"Other","E07000116",1.512885909,2015
"Pasta","E07000116",0.171664161,2015
"Poultry","E07000116",0.950342723,2015
"Processed and Other Meat","E07000116",0.006208148,2015
"Processed Meat","E07000116",3.071192807,2015
"Red Meat","E07000116",1.405595936,2015
"Rice","E07000116",0.169287152,2015
"Sauces and spices","E07000116",0.620833349,2015
"Sugar confectionary and jam","E07000116",1.74051317,2015
"Takeaway","E07000116",1.993133076,2015
"Tea","E07000116",0.208269017,2015
"Tobacco","E07000116",1.513556875,2015
"Vegtables","E07000116",3.52274292,2015
"Alcohol at home","E07000117",3.350210872,2015
"Alcohol away from home","E07000117",3.06822972,2015
"Bread","E07000117",1.894366826,2015
"Butter","E07000117",0.188913197,2015
"Cakes puddings and pastry","E07000117",0.939484057,2015
"Coffee","E07000117",0.360614552,2015
"Eating out","E07000117",9.552692729,2015
"Eggs","E07000117",0.262206724,2015
"Fish","E07000117",1.051678482,2015
"Fruit","E07000117",1.90438028,2015
"Milk products","E07000117",2.488218206,2015
"Non alcoholic drinks","E07000117",1.337857487,2015
"Oils and fats","E07000117",0.316622708,2015
"Other","E07000117",1.375761227,2015
"Pasta","E07000117",0.160449998,2015
"Poultry","E07000117",0.884679687,2015
"Processed and Other Meat","E07000117",0.004936529,2015
"Processed Meat","E07000117",2.866521886,2015
"Red Meat","E07000117",1.313138454,2015
"Rice","E07000117",0.159104745,2015
"Sauces and spices","E07000117",0.57023449,2015
"Sugar confectionary and jam","E07000117",1.635379321,2015
"Takeaway","E07000117",1.906228266,2015
"Tea","E07000117",0.191788597,2015
"Tobacco","E07000117",1.610174507,2015
"Vegtables","E07000117",3.229808807,2015
"Alcohol at home","E07000118",3.7131762,2015
"Alcohol away from home","E07000118",3.414550001,2015
"Bread","E07000118",2.020081391,2015
"Butter","E07000118",0.207035652,2015
"Cakes puddings and pastry","E07000118",1.010013955,2015
"Coffee","E07000118",0.395733241,2015
"Eating out","E07000118",10.505608107,2015
"Eggs","E07000118",0.277518101,2015
"Fish","E07000118",1.12221397,2015
"Fruit","E07000118",2.029536096,2015
"Milk products","E07000118",2.66507835,2015
"Non alcoholic drinks","E07000118",1.403931293,2015
"Oils and fats","E07000118",0.319729845,2015
"Other","E07000118",1.481842404,2015
"Pasta","E07000118",0.167979562,2015
"Poultry","E07000118",0.945966052,2015
"Processed and Other Meat","E07000118",0.005856333,2015
"Processed Meat","E07000118",3.128831064,2015
"Red Meat","E07000118",1.409183673,2015
"Rice","E07000118",0.149515464,2015
"Sauces and spices","E07000118",0.6128819,2015
"Sugar confectionary and jam","E07000118",1.742506453,2015
"Takeaway","E07000118",1.960084285,2015
"Tea","E07000118",0.207391893,2015
"Tobacco","E07000118",1.619261118,2015
"Vegtables","E07000118",3.465723706,2015
"Alcohol at home","E07000119",3.970704615,2015
"Alcohol away from home","E07000119",3.50178852,2015
"Bread","E07000119",2.121064378,2015
"Butter","E07000119",0.230073433,2015
"Cakes puddings and pastry","E07000119",1.063509249,2015
"Coffee","E07000119",0.42831708,2015
"Eating out","E07000119",10.858282547,2015
"Eggs","E07000119",0.296192744,2015
"Fish","E07000119",1.253295777,2015
"Fruit","E07000119",2.174410624,2015
"Milk products","E07000119",2.784966363,2015
"Non alcoholic drinks","E07000119",1.419211936,2015
"Oils and fats","E07000119",0.334695541,2015
"Other","E07000119",1.530337298,2015
"Pasta","E07000119",0.166376008,2015
